"産業小分類，従業者規模","総数_事業所数","総数_従業者数(注)","総数_従業者数(注)_男","総数_従業者数(注)_女","総数_従業者数(注)_うち常用雇用者(注)","総数_従業者数(注)_うち常用雇用者(注)_男","総数_従業者数(注)_うち常用雇用者(注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_うち常用雇用者(注)","個人_従業者数(注)_うち常用雇用者(注)_男","個人_従業者数(注)_うち常用雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_うち常用雇用者(注)","法人_従業者数(注)_うち常用雇用者(注)_男","法人_従業者数(注)_うち常用雇用者(注)_女","法人_会社_事業所数","法人_会社_従業者数(注)","法人_会社_従業者数(注)_男","法人_会社_従業者数(注)_女","法人_会社_従業者数(注)_うち常用雇用者(注)","法人_会社_従業者数(注)_うち常用雇用者(注)_男","法人_会社_従業者数(注)_うち常用雇用者(注)_女"
"R サービス業(他に分類されないもの)_942仏教系宗教_出向・派遣従業者のみ","1.0","-","-","-","-","-","-","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_942仏教系宗教_(再掲)5人以下","877.0","1761.0","1073.0","688.0","792.0","300.0","492.0","14.0","23.0","17.0","6.0","3.0","1.0","2.0","858.0","1732.0","1052.0","680.0","787.0","298.0","489.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_942仏教系宗教_(再掲)20人以下","934.0","2336.0","1396.0","940.0","1210.0","529.0","681.0","16.0","40.0","26.0","14.0","6.0","2.0","4.0","913.0","2290.0","1366.0","924.0","1202.0","526.0","676.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教","61.0","120.0","70.0","50.0","85.0","45.0","40.0","1.0","1.0","1.0","-","-","-","-","59.0","118.0","68.0","50.0","84.0","44.0","40.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教_1～4人","59.0","87.0","54.0","33.0","53.0","30.0","23.0","1.0","1.0","1.0","-","-","-","-","57.0","85.0","52.0","33.0","52.0","29.0","23.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教_10～19人","1.0","11.0","10.0","1.0","11.0","10.0","1.0","-","-","-","-","-","-","-","1.0","11.0","10.0","1.0","11.0","10.0","1.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教_20～29人","1.0","22.0","6.0","16.0","21.0","5.0","16.0","-","-","-","-","-","-","-","1.0","22.0","6.0","16.0","21.0","5.0","16.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教_(再掲)5人以下","59.0","87.0","54.0","33.0","53.0","30.0","23.0","1.0","1.0","1.0","-","-","-","-","57.0","85.0","52.0","33.0","52.0","29.0","23.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_943キリスト教系宗教_(再掲)20人以下","60.0","98.0","64.0","34.0","64.0","40.0","24.0","1.0","1.0","1.0","-","-","-","-","58.0","96.0","62.0","34.0","63.0","39.0","24.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教","304.0","635.0","407.0","228.0","331.0","180.0","151.0","11.0","22.0","13.0","9.0","3.0","2.0","1.0","283.0","599.0","384.0","215.0","321.0","175.0","146.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教_1～4人","288.0","432.0","285.0","147.0","165.0","84.0","81.0","10.0","16.0","10.0","6.0","1.0","1.0","-","268.0","402.0","265.0","137.0","157.0","80.0","77.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教_5～9人","8.0","45.0","31.0","14.0","31.0","23.0","8.0","1.0","6.0","3.0","3.0","2.0","1.0","1.0","7.0","39.0","28.0","11.0","29.0","22.0","7.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教_10～19人","6.0","78.0","49.0","29.0","67.0","43.0","24.0","-","-","-","-","-","-","-","6.0","78.0","49.0","29.0","67.0","43.0","24.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教_30～49人","2.0","80.0","42.0","38.0","68.0","30.0","38.0","-","-","-","-","-","-","-","2.0","80.0","42.0","38.0","68.0","30.0","38.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教_(再掲)5人以下","293.0","457.0","301.0","156.0","180.0","94.0","86.0","10.0","16.0","10.0","6.0","1.0","1.0","-","273.0","427.0","281.0","146.0","172.0","90.0","82.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_949その他の宗教_(再掲)20人以下","302.0","555.0","365.0","190.0","263.0","150.0","113.0","11.0","22.0","13.0","9.0","3.0","2.0","1.0","281.0","519.0","342.0","177.0","253.0","145.0","108.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_95その他のサービス業","19.0","232.0","121.0","111.0","187.0","77.0","110.0","-","-","-","-","-","-","-","19.0","232.0","121.0","111.0","187.0","77.0","110.0","4.0","51.0","16.0","35.0","45.0","10.0","35.0"
"R サービス業(他に分類されないもの)_95その他のサービス業_1～4人","3.0","9.0","3.0","6.0","7.0","1.0","6.0","-","-","-","-","-","-","-","3.0","9.0","3.0","6.0","7.0","1.0","6.0","1.0","3.0","-","3.0","3.0","-","3.0"
"R サービス業(他に分類されないもの)_95その他のサービス業_5～9人","5.0","30.0","22.0","8.0","24.0","16.0","8.0","-","-","-","-","-","-","-","5.0","30.0","22.0","8.0","24.0","16.0","8.0","1.0","7.0","6.0","1.0","2.0","1.0","1.0"
"R サービス業(他に分類されないもの)_95その他のサービス業_10～19人","7.0","88.0","42.0","46.0","75.0","30.0","45.0","-","-","-","-","-","-","-","7.0","88.0","42.0","46.0","75.0","30.0","45.0","1.0","12.0","6.0","6.0","12.0","6.0","6.0"
"R サービス業(他に分類されないもの)_95その他のサービス業_20～29人","4.0","105.0","54.0","51.0","81.0","30.0","51.0","-","-","-","-","-","-","-","4.0","105.0","54.0","51.0","81.0","30.0","51.0","1.0","29.0","4.0","25.0","28.0","3.0","25.0"
"R サービス業(他に分類されないもの)_95その他のサービス業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_95その他のサービス業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_95その他のサービス業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_95その他のサービス業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_95その他のサービス業_(再掲)5人以下","4.0","14.0","8.0","6.0","11.0","5.0","6.0","-","-","-","-","-","-","-","4.0","14.0","8.0","6.0","11.0","5.0","6.0","1.0","3.0","-","3.0","3.0","-","3.0"
"R サービス業(他に分類されないもの)_95その他のサービス業_(再掲)20人以下","15.0","127.0","67.0","60.0","106.0","47.0","59.0","-","-","-","-","-","-","-","15.0","127.0","67.0","60.0","106.0","47.0","59.0","3.0","22.0","12.0","10.0","17.0","7.0","10.0"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_950管理，補助的経済活動を行う事業所_(再掲)20人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_951集会場","16.0","197.0","110.0","87.0","153.0","67.0","86.0","-","-","-","-","-","-","-","16.0","197.0","110.0","87.0","153.0","67.0","86.0","4.0","51.0","16.0","35.0","45.0","10.0","35.0"
"R サービス業(他に分類されないもの)_951集会場_1～4人","3.0","9.0","3.0","6.0","7.0","1.0","6.0","-","-","-","-","-","-","-","3.0","9.0","3.0","6.0","7.0","1.0","6.0","1.0","3.0","-","3.0","3.0","-","3.0"
"R サービス業(他に分類されないもの)_951集会場_5～9人","4.0","25.0","17.0","8.0","20.0","12.0","8.0","-","-","-","-","-","-","-","4.0","25.0","17.0","8.0","20.0","12.0","8.0","1.0","7.0","6.0","1.0","2.0","1.0","1.0"
"R サービス業(他に分類されないもの)_951集会場_10～19人","5.0","58.0","36.0","22.0","45.0","24.0","21.0","-","-","-","-","-","-","-","5.0","58.0","36.0","22.0","45.0","24.0","21.0","1.0","12.0","6.0","6.0","12.0","6.0","6.0"
"R サービス業(他に分類されないもの)_951集会場_20～29人","4.0","105.0","54.0","51.0","81.0","30.0","51.0","-","-","-","-","-","-","-","4.0","105.0","54.0","51.0","81.0","30.0","51.0","1.0","29.0","4.0","25.0","28.0","3.0","25.0"
"R サービス業(他に分類されないもの)_951集会場_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_951集会場_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_951集会場_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_951集会場_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_951集会場_(再掲)5人以下","3.0","9.0","3.0","6.0","7.0","1.0","6.0","-","-","-","-","-","-","-","3.0","9.0","3.0","6.0","7.0","1.0","6.0","1.0","3.0","-","3.0","3.0","-","3.0"
"R サービス業(他に分類されないもの)_951集会場_(再掲)20人以下","12.0","92.0","56.0","36.0","72.0","37.0","35.0","-","-","-","-","-","-","-","12.0","92.0","56.0","36.0","72.0","37.0","35.0","3.0","22.0","12.0","10.0","17.0","7.0","10.0"
"R サービス業(他に分類されないもの)_952と畜場","1.0","5.0","5.0","-","4.0","4.0","-","-","-","-","-","-","-","-","1.0","5.0","5.0","-","4.0","4.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_952と畜場_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_952と畜場_5～9人","1.0","5.0","5.0","-","4.0","4.0","-","-","-","-","-","-","-","-","1.0","5.0","5.0","-","4.0","4.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_952と畜場_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_952と畜場_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_952と畜場_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_952と畜場_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_952と畜場_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_952と畜場_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_952と畜場_(再掲)5人以下","1.0","5.0","5.0","-","4.0","4.0","-","-","-","-","-","-","-","-","1.0","5.0","5.0","-","4.0","4.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_952と畜場_(再掲)20人以下","1.0","5.0","5.0","-","4.0","4.0","-","-","-","-","-","-","-","-","1.0","5.0","5.0","-","4.0","4.0","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_959他に分類されないサービス業","2.0","30.0","6.0","24.0","30.0","6.0","24.0","-","-","-","-","-","-","-","2.0","30.0","6.0","24.0","30.0","6.0","24.0","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_959他に分類されないサービス業_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_959他に分類されないサービス業_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"R サービス業(他に分類されないもの)_959他に分類されないサービス業_10～19人","2.0","30.0","6.0","24.0","30.0","6.0","24.0","-","-","-","-","-","-","-","2.0","30.0","6.0","24.0","30.0","6.0","24.0","-","-","-","-","-","-","-"
